x,y
0.0,12.483570765056164
1.0101010101010102,12.844032029497614
2.0202020202020203,20.309149761210534
3.0303030303030303,28.22120988810073
4.040404040404041,22.97064726779746
5.050505050505051,26.506082892021777
6.0606060606060606,39.10818528965817
7.070707070707071,38.58464839323929
8.080808080808081,35.935456353153526
9.090909090909092,44.530982036111645
10.101010101010102,43.03644688947305
11.111111111111112,46.56024012103761
12.121212121212121,53.63405378207259
13.131313131313131,46.39319473630697
14.141414141414142,50.87036033238433
15.151515151515152,60.218865384098166
16.161616161616163,61.50150096398445
17.171717171717173,71.67224676398648
18.181818181818183,69.09624325875758
19.191919191919194,70.11019866504071
20.202020202020204,88.03531455167848
21.212121212121215,83.11354273999157
22.222222222222225,88.1154188012174
23.232323232323235,84.18939038206403
24.242424242424242,92.12657122585892
25.252525252525253,98.93845133238771
26.262626262626263,96.1642240320804
27.272727272727273,107.33303554627382
28.282828282828284,105.98670554030497
29.292929292929294,111.06678377628614
30.303030303030305,113.05207299945907
31.313131313131315,128.8573505185043
32.323232323232325,123.06382700762346
33.333333333333336,121.37811202188718
34.343434343434346,134.31474476253615
35.35353535353536,127.63315548751862
36.36363636363637,138.31704524775105
37.37373737373738,131.00973018868194
38.38383838383839,137.7025040989422
39.3939393939394,148.86309405813353
40.40404040404041,155.1064743141185
41.41414141414142,155.80633635544484
42.42424242424243,157.9066070729073
43.43434343434344,160.5146835422556
44.44444444444445,158.16294560371844
45.45454545454546,165.49168804893557
46.46464646464647,170.3230687714637
47.47474747474748,181.44722729271078
48.484848484848484,181.415061144812
49.494949494949495,174.41712245550957
50.505050505050505,188.38809661465075
51.515151515151516,188.37761890094873
52.525252525252526,190.45377383685405
53.535353535353536,200.43211881794173
54.54545454545455,206.06408852157065
55.55555555555556,209.10084504002546
56.56565656565657,203.78371036368478
57.57575757575758,209.96908963589544
58.58585858585859,216.70682220752286
59.5959595959596,223.4635842214704
60.60606060606061,219.72534093198567
61.61616161616162,224.72827077324658
62.62626262626263,223.66024432188905
63.63636363636364,226.74623960686938
64.64646464646465,240.32525537459725
65.65656565656566,246.57917994083394
66.66666666666667,242.9732827254317
67.67676767676768,251.886351358147
68.68686868686869,252.2122205292786
69.6969696969697,250.71379516636836
70.70707070707071,259.28172550228953
71.71717171717172,268.7002838424309
72.72727272727273,264.3663243499048
73.73737373737374,275.9040263598781
74.74747474747475,258.5174360957129
75.75757575757576,279.2610276733913
76.76767676767678,279.12210402805954
77.77777777777779,280.7271854698929
78.7878787878788,286.2163796402533
79.7979797979798,279.3550847199249
80.80808080808082,291.7299233890953
81.81818181818183,298.1491992211951
82.82828282828284,307.28846012269753
83.83838383838385,300.84299234297526
84.84848484848486,302.92722895523104
85.85858585858587,307.9962652871278
86.86868686868688,318.61741462891445
87.87878787878789,319.21951312405605
88.8888888888889,318.46231009227597
89.89898989898991,327.21280181203144
90.90909090909092,328.6672059285585
91.91919191919193,336.5603966698362
92.92929292929294,331.74225978313854
93.93939393939395,337.14956805489
94.94949494949496,340.3626915575716
95.95959595959597,338.54101111792534
96.96969696969697,350.87454077926225
97.97979797979798,354.2345692901924
98.98989898989899,356.4902137478588
100.0,358.82706433312427
